f [THz];Mag. [dBV]
1.240021153447714;-230.45222158060423
1.24384837922996;-224.47906824661635
1.247675605012206;-228.60210118646708
1.251502830794452;-227.84657327643487
1.255330056576698;-218.88600745982941
1.259157282358944;-217.09219704096347
1.2629845081411901;-218.81302431285258
1.2668117339234362;-220.46011230399515
1.2706389597056822;-221.45200407095035
1.2744661854879282;-222.80594834241228
1.2782934112701743;-227.43033207373423
1.2821206370524203;-225.78193897514274
1.2859478628346663;-227.20685739353794
1.2897750886169124;-240.57502558026403
1.2936023143991584;-226.41311447586617
1.2974295401814044;-222.89579958155204
1.3012567659636505;-222.939975542711
1.3050839917458965;-226.27255500896368
1.3089112175281425;-228.12841935157337
1.3127384433103886;-230.74658179740905
1.3165656690926346;-219.43508279436708
1.3203928948748807;-217.16266407228528
1.3242201206571267;-218.0090452455509
1.3280473464393727;-221.23839415928828
1.3318745722216188;-223.65133268435324
1.3357017980038648;-225.0336837187088
1.3395290237861106;-224.81529402915282
1.3433562495683566;-223.9689778850226
1.3471834753506027;-226.17413916276928
1.3510107011328487;-222.54761205214297
1.3548379269150947;-219.72110128589333
1.3586651526973408;-224.83414343722308
1.3624923784795868;-234.4593697791582
1.3663196042618329;-231.7332866606655
1.370146830044079;-224.96334857742994
1.373974055826325;-219.85105038987012
1.377801281608571;-221.32910409978592
1.381628507390817;-222.29040231991232
1.385455733173063;-224.0287187326547
1.389282958955309;-226.7909079465123
1.393110184737555;-229.49830144767546
1.3969374105198011;-228.829472299996
1.4007646363020472;-220.2380898853119
1.4045918620842932;-223.47545906457026
1.4084190878665392;-232.71952326414515
1.4122463136487853;-232.9290742407187
1.4160735394310313;-227.33844955562182
1.4199007652132773;-223.71191023149504
1.4237279909955234;-220.41887967157604
1.4275552167777694;-219.23533377135638
1.4313824425600155;-221.4162343261832
1.4352096683422615;-229.89895771258946
1.4390368941245075;-236.85236142499195
1.4428641199067536;-232.77655783014444
1.4466913456889996;-233.48869960999133
1.4505185714712456;-232.927815465419
1.4543457972534917;-224.0822800132362
1.4581730230357377;-222.92843788174844
1.4620002488179837;-226.99198571964035
1.4658274746002298;-229.7482295910079
1.4696547003824758;-223.15381960719176
1.4734819261647218;-220.4152292787483
1.4773091519469679;-224.54850180079038
1.481136377729214;-226.20303829429204
1.48496360351146;-230.42472614865852
1.488790829293706;-228.0872864253982
1.492618055075952;-226.53493925006137
1.496445280858198;-224.94404210818442
1.500272506640444;-224.20824947204582
1.5040997324226901;-228.7553172920218
1.5079269582049362;-232.5527056135303
1.5117541839871822;-227.35483868621455
1.515581409769428;-232.43251834841587
1.519408635551674;-222.8603624920558
1.52323586133392;-219.80408983362503
1.5270630871161661;-224.1563566943198
1.5308903128984122;-225.48539972210332
1.5347175386806582;-220.9761837526352
1.5385447644629042;-220.3574873566816
1.5423719902451503;-223.01003411147371
1.5461992160273963;-237.53789426979603
1.5500264418096423;-228.45932762104783
1.5538536675918884;-230.85321000200676
1.5576808933741344;-232.63190008145304
1.5615081191563804;-225.7806957072887
1.5653353449386265;-227.32988132602003
1.5691625707208725;-225.65543715684865
1.5729897965031185;-223.00015835304347
1.5768170222853646;-223.53035268495034
1.5806442480676106;-226.66528644963424
1.5844714738498566;-223.35937418503747
1.5882986996321027;-229.7512994553511
1.5921259254143487;-227.94495611850013
1.5959531511965948;-223.81263015415135
1.5997803769788408;-224.96544821330954
1.6036076027610868;-234.6015936810345
1.6074348285433329;-222.1185329285098
1.611262054325579;-221.96674906624008
1.615089280107825;-225.3700471151251
1.618916505890071;-223.29375442594937
1.622743731672317;-224.42468088227685
1.626570957454563;-232.46221685114108
1.630398183236809;-227.49448533543602
1.634225409019055;-228.48099713298325
1.6380526348013011;-224.5369734006202
1.6418798605835472;-225.36538881995853
1.6457070863657932;-223.5559157102823
1.6495343121480393;-223.06463262500174
1.6533615379302853;-225.61616470588382
1.6571887637125313;-222.7213213234274
1.6610159894947774;-224.4257914388307
1.6648432152770234;-227.45397831987813
1.6686704410592694;-224.87761857611963
1.6724976668415155;-223.6906357738647
1.6763248926237615;-223.52123752695684
1.6801521184060075;-226.90552530073458
1.6839793441882536;-229.69369697872426
1.6878065699704996;-218.15904637991054
1.6916337957527456;-217.23616159011704
1.6954610215349915;-222.64940883177968
1.6992882473172375;-232.05848453573088
1.7031154730994835;-223.6318203026803
1.7069426988817296;-225.16810637676232
1.7107699246639756;-232.77433897993433
1.7145971504462216;-235.498844985966
1.7184243762284677;-235.66734613289069
1.7222516020107137;-228.64816869188857
1.7260788277929597;-232.93061304097472
1.7299060535752058;-226.67704289942367
1.7337332793574518;-221.67307921103716
1.7375605051396978;-223.18976688316778
1.7413877309219439;-234.2979526102202
1.74521495670419;-227.95099124638426
1.749042182486436;-233.51833749813176
1.752869408268682;-227.49884342001596
1.756696634050928;-225.60755450013798
1.760523859833174;-224.41494708994884
1.76435108561542;-227.36826449405714
1.7681783113976661;-235.34411866674233
1.7720055371799122;-227.75501874109753
1.7758327629621582;-234.21471003171553
1.7796599887444042;-224.2358075935362
1.7834872145266503;-228.7421468815914
1.7873144403088963;-228.07225999450242
1.7911416660911423;-226.08218982134798
1.7949688918733884;-226.74151270997356
1.7987961176556344;-224.39925592613844
1.8026233434378804;-226.21202217114458
1.8064505692201265;-230.2407952649491
1.8102777950023725;-239.13667542726932
1.8141050207846185;-238.645383956842
1.8179322465668646;-228.84065718138842
1.8217594723491106;-225.50411971297467
1.8255866981313567;-225.96232547167455
1.8294139239136027;-234.80580336707237
1.8332411496958487;-234.13895067376706
1.8370683754780948;-226.7596173902122
1.8408956012603408;-223.13441350166192
1.8447228270425868;-224.3198756686397
1.8485500528248329;-226.38391687879275
1.852377278607079;-226.15582819551088
1.856204504389325;-227.86589722351894
1.860031730171571;-232.75437145279182
1.863858955953817;-237.04293993313937
1.867686181736063;-229.28339931993105
1.8715134075183089;-234.8032399079038
1.875340633300555;-228.10200949124896
1.879167859082801;-226.13122529525435
1.882995084865047;-235.00383542723083
1.886822310647293;-230.1150177546632
1.890649536429539;-224.0490219124348
1.894476762211785;-226.39177101368477
1.898303987994031;-229.8750836359107
1.9021312137762771;-228.68159834361308
1.9059584395585232;-241.1215816230457
1.9097856653407692;-233.34726892618835
1.9136128911230152;-225.8419779790232
1.9174401169052613;-225.80365075216318
1.9212673426875073;-242.2231573697172
1.9250945684697534;-233.5779270871403
1.9289217942519994;-228.7118047305052
1.9327490200342454;-228.57286113497082
1.9365762458164915;-233.90000730693404
1.9404034715987375;-241.44103084947747
1.9442306973809835;-238.7527973649638
1.9480579231632296;-230.7840275488283
1.9518851489454756;-232.44514996273534
1.9557123747277216;-229.93991346659786
1.9595396005099677;-230.48715219965757
1.9633668262922137;-239.7903239723453
1.9671940520744597;-231.15854037052412
1.9710212778567058;-225.824823425456
1.9748485036389518;-232.39485869173592
1.9786757294211978;-228.63397135876968
1.9825029552034439;-223.10169633709216
1.98633018098569;-225.81592048059343
1.990157406767936;-227.80231056926226
1.993984632550182;-222.96755630207696
1.997811858332428;-224.7085351369859
2.001639084114674;-229.56395540074715
2.00546630989692;-235.74585312038153
2.009293535679166;-234.11702533060327
2.013120761461412;-230.34770307328074
2.016947987243658;-228.0698304933567
2.020775213025904;-241.92525849356915
2.02460243880815;-235.94432742323335
2.028429664590396;-229.51826083831347
2.032256890372642;-224.0336886242855
2.036084116154888;-226.05895693342444
2.039911341937134;-228.16438310566406
2.0437385677193802;-232.3399720883215
2.0475657935016263;-237.756813821855
2.0513930192838723;-249.65476867113676
2.0552202450661183;-230.99510999991486
2.0590474708483644;-225.51262073097928
2.0628746966306104;-223.54727627439308
2.0667019224128564;-224.88955858831488
2.0705291481951025;-225.61629798828346
2.0743563739773485;-231.53366812620828
2.0781835997595945;-233.9396145651995
2.0820108255418406;-229.6487675355868
2.0858380513240866;-228.89930561298348
2.0896652771063327;-230.27296880042564
2.0934925028885787;-232.12719455347266
2.0973197286708247;-235.40205032604007
2.1011469544530708;-227.3589125015099
2.104974180235317;-230.10075536852747
2.108801406017563;-230.6612260665584
2.112628631799809;-229.28992240988435
2.116455857582055;-231.8295800974219
2.120283083364301;-228.1668883742086
2.124110309146547;-230.63824977802324
2.127937534928793;-225.99540932238148
2.131764760711039;-226.98946875390746
2.135591986493285;-231.2074681913201
2.139419212275531;-230.8791987923891
2.143246438057777;-228.16861867639804
2.147073663840023;-228.1604193949936
2.150900889622269;-229.7402203003176
2.1547281154045153;-233.7971450176094
2.1585553411867613;-239.5868734781956
2.1623825669690073;-239.87748419558312
2.1662097927512534;-234.1042084444018
2.1700370185334994;-222.02156313108122
2.1738642443157454;-221.32849175885218
2.1776914700979915;-227.82038302554838
2.1815186958802375;-235.43647643069573
2.1853459216624835;-228.08139120849955
2.1891731474447296;-231.38283854429872
2.1930003732269756;-237.40509193758066
2.1968275990092216;-236.87621411004582
2.2006548247914677;-228.30103392861207
2.2044820505737137;-254.96322567112543
2.2083092763559597;-228.68554613074053
2.212136502138206;-233.53779460931167
2.215963727920452;-245.52730944765273
2.219790953702698;-229.31854605615482
2.223618179484944;-224.4684296678217
2.22744540526719;-225.66991421580525
2.231272631049436;-230.67153970205544
2.235099856831682;-234.4142336236098
2.238927082613928;-231.3959408288176
2.242754308396174;-228.10194371144252
2.24658153417842;-232.31841416809027
2.250408759960666;-244.71260005893154
2.254235985742912;-234.39908917854433
2.258063211525158;-229.58246634263472
2.2618904373074042;-228.2925237282259
2.2657176630896503;-227.61061009003595
2.2695448888718963;-228.1863055386463
2.2733721146541424;-233.24529332189326
2.2771993404363884;-235.45397009976227
2.2810265662186344;-232.24079998265756
2.2848537920008805;-229.46914265149488
2.2886810177831265;-228.01441294658468
2.2925082435653725;-229.48073796539472
2.2963354693476186;-234.7934925606159
2.3001626951298646;-243.2461520687442
2.3039899209121106;-233.64997863788113
2.3078171466943567;-246.76741893697627
2.3116443724766027;-232.8077044837174
2.3154715982588487;-235.98312524421914
2.3192988240410943;-229.21759196620263
2.3231260498233404;-224.0740094467063
2.3269532756055864;-230.3827377416776
2.3307805013878324;-245.8491142761079
2.3346077271700785;-239.78501915211672
2.3384349529523245;-232.26308315983047
2.3422621787345705;-236.80875525505638
2.3460894045168166;-247.72530914617994
2.3499166302990626;-241.88924350231687
2.3537438560813086;-243.06791300070046
2.3575710818635547;-236.45848401098166
2.3613983076458007;-236.54132331680722
2.3652255334280468;-230.0872643414637
2.369052759210293;-226.7684861191338
2.372879984992539;-230.59877520318372
2.376707210774785;-234.10752883277303
2.380534436557031;-236.61485231705456
2.384361662339277;-234.04234537988586
2.388188888121523;-235.41470374419532
2.392016113903769;-230.2709011004253
2.395843339686015;-231.60344738769658
2.399670565468261;-232.67101331677776
2.403497791250507;-229.8010787579306
2.407325017032753;-224.49358508555895
2.411152242814999;-225.0890543616059
2.414979468597245;-227.17953594092597
2.4188066943794913;-227.4648307268109
2.4226339201617373;-228.2417795363742
2.4264611459439833;-237.02411399704363
2.4302883717262294;-232.61072613257687
2.4341155975084754;-231.76200241230185
2.4379428232907214;-237.6259627055481
2.4417700490729675;-239.98257956145963
2.4455972748552135;-234.2205961702553
2.4494245006374595;-230.43763882365369
2.4532517264197056;-227.34975550269795
2.4570789522019516;-231.54833903913683
2.4609061779841976;-232.17834743730214
2.4647334037664437;-231.14917322396607
2.4685606295486897;-230.50145965947922
2.4723878553309357;-234.50191131710693
2.476215081113182;-229.47976155694232
2.480042306895428;-227.47580567332022
2.483869532677674;-229.7606849125576
2.48769675845992;-235.74126769419382
2.491523984242166;-241.00339450681446
2.495351210024412;-237.71766615728112
2.499178435806658;-234.53551937806532
2.503005661588904;-233.37705899923907
2.50683288737115;-233.14158142776054
2.510660113153396;-235.1302089548813
2.514487338935642;-227.89551421488338
2.518314564717888;-225.40547109299342
2.522141790500134;-229.44608882868243
2.5259690162823802;-242.40745739911065
2.5297962420646263;-228.56345734636795
2.5336234678468723;-227.9722031789081
2.5374506936291183;-234.66335896748632
2.5412779194113644;-235.24294665622415
2.5451051451936104;-236.71225316614854
2.5489323709758565;-231.31079588908153
2.5527595967581025;-236.66842521846948
2.5565868225403485;-251.99345893002143
2.5604140483225946;-234.46704968493424
2.5642412741048406;-233.49037713994304
2.5680684998870866;-229.62709654286863
2.5718957256693327;-230.41762803547243
2.5757229514515787;-239.91408233119213
2.5795501772338247;-235.10651157521067
2.5833774030160708;-233.64390805423784
2.587204628798317;-238.666488101284
2.591031854580563;-235.2360260817331
2.594859080362809;-238.8923408780431
2.598686306145055;-239.91175130156336
2.602513531927301;-238.99863053899816
2.606340757709547;-239.07197040138624
2.610167983491793;-238.52048210906904
2.613995209274039;-232.79777991552308
2.617822435056285;-236.55156419960764
2.621649660838531;-237.47487153868474
2.625476886620777;-233.7756533646862
2.629304112403023;-236.9964270379292
2.6331313381852692;-248.06426624495037
2.6369585639675153;-238.50730391688816
2.6407857897497613;-247.0189322558731
2.6446130155320073;-238.05131876168687
2.6484402413142534;-236.86117957916576
2.6522674670964994;-238.02498382168585
2.6560946928787454;-230.768008419299
2.6599219186609915;-228.64045069556732
2.6637491444432375;-230.72475447992832
2.6675763702254836;-234.05989965624056
2.6714035960077296;-235.5322170819304
2.675230821789975;-228.78310941122044
2.679058047572221;-228.2066001185703
2.6828852733544672;-229.33904309739899
2.6867124991367133;-230.38471352939627
2.6905397249189593;-232.42226641790313
2.6943669507012054;-243.33842719735384
2.6981941764834514;-236.46294538473256
2.7020214022656974;-236.36957935925153
2.7058486280479435;-237.30321455768632
2.7096758538301895;-230.53107778138605
2.7135030796124355;-232.71015334255839
2.7173303053946816;-242.44673150056497
2.7211575311769276;-235.7944587213919
2.7249847569591736;-229.34642712147308
2.7288119827414197;-228.96989746912243
2.7326392085236657;-232.07704900208802
2.7364664343059117;-244.60593571559176
2.740293660088158;-242.2560349103038
2.744120885870404;-235.42831498839516
2.74794811165265;-235.0221739006622
2.751775337434896;-242.05408465893385
2.755602563217142;-247.95019827304185
2.759429788999388;-238.8850781820758
2.763257014781634;-233.87755389251325
2.76708424056388;-231.7871946349377
2.770911466346126;-229.29908906129134
2.774738692128372;-230.02686287692472
2.778565917910618;-233.70885556028765
2.782393143692864;-241.1568429431386
2.78622036947511;-241.59697218917043
2.7900475952573562;-262.9156287338451
2.7938748210396023;-235.89177895017082
2.7977020468218483;-233.05540919828064
2.8015292726040943;-232.39130802401675
2.8053564983863404;-231.28447318691886
2.8091837241685864;-228.47836615771942
2.8130109499508325;-231.24266775710345
2.8168381757330785;-234.32229018458344
2.8206654015153245;-234.25919317770152
2.8244926272975706;-232.82241645148378
2.8283198530798166;-233.09218095040774
2.8321470788620626;-243.58326997007654
2.8359743046443087;-244.64742599448994
2.8398015304265547;-245.2562523205901
2.8436287562088007;-234.31415864527906
2.8474559819910468;-232.2275878172508
2.851283207773293;-232.06979102070608
2.855110433555539;-232.33077977870374
2.858937659337785;-229.34670972966512
2.862764885120031;-231.91321243562228
2.866592110902277;-230.70571635796972
2.870419336684523;-226.72721369922968
2.874246562466769;-235.69279790036515
2.878073788249015;-236.8109874067412
2.881901014031261;-243.28927012281304
2.885728239813507;-233.7931921621271
2.889555465595753;-241.11165062604618
2.893382691377999;-236.95088616022613
2.8972099171602452;-235.8202543320489
2.9010371429424913;-235.53974655462304
2.9048643687247373;-233.51091466771305
2.9086915945069833;-229.66247485946639
2.9125188202892294;-226.81229462189867
2.9163460460714754;-224.91782809641995
2.9201732718537214;-227.03116378244965
2.9240004976359675;-233.31352463960593
2.9278277234182135;-236.9876621402039
2.9316549492004595;-239.8544535722524
2.9354821749827056;-235.5279192535912
2.9393094007649516;-235.888902503984
2.9431366265471977;-234.50260786348022
2.9469638523294437;-232.24419364067603
2.9507910781116897;-233.42312907582533
2.9546183038939358;-241.27059525760603
2.958445529676182;-247.7489724493141
2.962272755458428;-231.3162334054245
2.966099981240674;-226.9261139596011
2.96992720702292;-228.2590530713185
2.973754432805166;-229.31393969888092
2.977581658587412;-250.25814666489626
2.981408884369658;-236.03692826928614
2.985236110151904;-231.9547593505877
2.98906333593415;-230.1206466765023
2.992890561716396;-240.0840605548106
2.996717787498642;-254.9879445314255
3.000545013280888;-242.68658434531272
3.004372239063134;-250.00972031112423
3.0081994648453803;-247.88102064914705
