t [ps];I [nA]
42.26334435555556;(3.622684900743923e-08-8.705033647679892e-09j)
42.29298204444445;(3.4883557876316125e-08-8.358250556149515e-09j)
42.32261973333334;(3.350955716986659e-08-8.05700266350804e-09j)
42.35225742222222;(3.214065051625064e-08-7.777043622137424e-09j)
42.38189511111112;(3.07935648568768e-08-7.536690476098886e-09j)
42.4115328;(2.942021901057957e-08-7.277747519732353e-09j)
42.44117048888889;(2.8058195329023988e-08-7.0023900041308604e-09j)
42.47080817777778;(2.6734789970451123e-08-6.735617163401566e-09j)
42.500445866666674;(2.539678839205513e-08-6.479602774557256e-09j)
42.53008355555556;(2.405186115469144e-08-6.2204232283101494e-09j)
42.559721244444454;(2.2720660982581836e-08-5.9339562454634765e-09j)
42.58935893333334;(2.137050303286113e-08-5.616656847269304e-09j)
42.61899662222223;(2.00353585290951e-08-5.30592773186188e-09j)
42.64863431111112;(1.8709536047427722e-08-5.0163173342961385e-09j)
42.67827200000001;(1.7325722511575365e-08-4.734892872894215e-09j)
42.70790968888889;(1.593600264325012e-08-4.4699217267538975e-09j)
42.73754737777779;(1.4563035328477801e-08-4.18704480494289e-09j)
42.76718506666667;(1.316536236724867e-08-3.866184458798045e-09j)
42.79682275555556;(1.1774886050073702e-08-3.5505213511044824e-09j)
42.82646044444445;(1.0397189271650318e-08-3.276463298665837e-09j)
42.85609813333334;(9.021489933389477e-09-3.0381079613099062e-09j)
42.88573582222222;(7.680437684490321e-09-2.7915680390303872e-09j)
42.91537351111112;(6.386859602792584e-09-2.5023417007905084e-09j)
42.9450112;(5.047784156932433e-09-2.202171176553794e-09j)
42.97464888888889;(3.6743005455515713e-09-1.8908387323829043e-09j)
43.00428657777778;(2.3203283517567532e-09-1.5660214634794805e-09j)
43.03392426666667;(9.39418446902345e-10-1.2334590084078226e-09j)
43.063561955555556;(-4.375185045707355e-10-9.176000323006708e-10j)
43.093199644444454;(-1.7493362411164195e-09-6.335547790493041e-10j)
43.12283733333334;(-3.051830297223171e-09-3.487339139049266e-10j)
43.15247502222223;(-4.3475782250530176e-09-4.7002215840483814e-11j)
43.18211271111112;(-5.612519411099769e-09+2.453171112898167e-10j)
43.21175040000001;(-6.8768414220203354e-09+5.208033018133763e-10j)
43.24138808888889;(-8.102540933397471e-09+7.731300946452941e-10j)
43.27102577777779;(-9.275104642422263e-09+9.852198401168977e-10j)
43.30066346666667;(-1.0441756245493179e-08+1.1831308375769655e-09j)
43.33030115555556;(-1.159720932230364e-08+1.377661031977254e-09j)
43.35993884444445;(-1.273977807782455e-08+1.5902248170901516e-09j)
43.38957653333334;(-1.3903118221027578e-08+1.7990303117585337e-09j)
43.41921422222222;(-1.503494639788657e-08+1.9743122733179124e-09j)
43.44885191111112;(-1.611278835092738e-08+2.1386515229607085e-09j)
43.4784896;(-1.7180572408723347e-08+2.3299841301926382e-09j)
43.50812728888889;(-1.8245243946065538e-08+2.546797197314251e-09j)
43.53776497777778;(-1.9284354993244326e-08+2.7741824908489125e-09j)
43.56740266666667;(-2.029964619335821e-08+2.9907739545725225e-09j)
43.597040355555556;(-2.130217191990292e-08+3.212622602677696e-09j)
43.62667804444445;(-2.2291299546769972e-08+3.45922314650761e-09j)
43.65631573333334;(-2.330136574658781e-08+3.71477086611189e-09j)
43.68595342222223;(-2.4298808168800775e-08+3.932080514018663e-09j)
43.71559111111112;(-2.5261935292548958e-08+4.130065461171412e-09j)
43.74522880000001;(-2.6246711127409717e-08+4.318068919572421e-09j)
43.77486648888889;(-2.7260823431841423e-08+4.49696686141191e-09j)
43.80450417777779;(-2.82630060662073e-08+4.672207241624158e-09j)
43.83414186666667;(-2.9263090470173346e-08+4.844474279126503e-09j)
43.86377955555556;(-3.023819627715577e-08+5.020808795406386e-09j)
43.89341724444445;(-3.116517164412423e-08+5.21709805890834e-09j)
43.92305493333334;(-3.2091212259952394e-08+5.394025339709877e-09j)
43.95269262222222;(-3.302474888096605e-08+5.539982992860385e-09j)
43.98233031111112;(-3.394495785105413e-08+5.668862689242166e-09j)
44.011968;(-3.48713909407496e-08+5.798581997167934e-09j)
44.04160568888889;(-3.578550188651192e-08+5.943745059642175e-09j)
44.07124337777778;(-3.6670606740939945e-08+6.09806836390732e-09j)
44.10088106666667;(-3.755415631786125e-08+6.24088954279995e-09j)
44.130518755555556;(-3.8426727190739795e-08+6.4042089131678446e-09j)
44.16015644444445;(-3.9272228606636165e-08+6.579637054352292e-09j)
44.189794133333336;(-4.012530034593078e-08+6.8031877123693454e-09j)
44.21943182222223;(-4.097421143229187e-08+7.067944195572851e-09j)
44.24906951111112;(-4.1798065488315896e-08+7.315974720087995e-09j)
44.27870720000001;(-4.266232297850877e-08+7.558681173830106e-09j)
44.3083448888889;(-4.3561519671633426e-08+7.783775808071938e-09j)
44.33798257777779;(-4.444586199663068e-08+7.999573295319389e-09j)
44.36762026666667;(-4.535130264802612e-08+8.19366359960424e-09j)
44.39725795555556;(-4.6251354737637466e-08+8.377953481328402e-09j)
44.42689564444445;(-4.716267414392106e-08+8.540055998447616e-09j)
44.45653333333334;(-4.8107537474757154e-08+8.66351894126047e-09j)
44.48617102222223;(-4.9051538284385336e-08+8.779096476021043e-09j)
44.51580871111112;(-4.998046723762883e-08+8.918460322520768e-09j)
44.5454464;(-5.093208234738279e-08+9.110617370554081e-09j)
44.57508408888889;(-5.1884670288683604e-08+9.353670724515683e-09j)
44.60472177777778;(-5.281314350544893e-08+9.605276692103985e-09j)
44.63435946666667;(-5.375002463029614e-08+9.854854141004414e-09j)
44.66399715555556;(-5.469106843493722e-08+1.008278852943324e-08j)
44.69363484444445;(-5.561945210132719e-08+1.0296156302484015e-08j)
44.723272533333336;(-5.655156519075673e-08+1.0529480972457229e-08j)
44.752910222222226;(-5.752526730481844e-08+1.0777083706599012e-08j)
44.782547911111116;(-5.849447488676937e-08+1.1022304204212259e-08j)
44.81218560000001;(-5.945278686595179e-08+1.124620950137013e-08j)
44.8418232888889;(-6.041867629325368e-08+1.1477379373113815e-08j)
44.87146097777779;(-6.141622558628499e-08+1.170462352346427e-08j)
44.90109866666667;(-6.242443395362422e-08+1.1925291371866947e-08j)
44.93073635555556;(-6.342375791643986e-08+1.215532134963515e-08j)
44.96037404444445;(-6.440267999435674e-08+1.239371138929703e-08j)
44.99001173333334;(-6.541247471772802e-08+1.2652228275050499e-08j)
45.01964942222223;(-6.642958886375452e-08+1.2914217663939469e-08j)
45.04928711111112;(-6.741287016549898e-08+1.3154131656902698e-08j)
45.0789248;(-6.839502766531071e-08+1.337460560233212e-08j)
45.10856248888889;(-6.941571934269074e-08+1.358313212731266e-08j)
45.13820017777778;(-7.045884246779756e-08+1.379021577340576e-08j)
45.16783786666667;(-7.152569509113379e-08+1.4023322709441636e-08j)
45.19747555555556;(-7.258522792329474e-08+1.4276633942202376e-08j)
45.22711324444445;(-7.360381228011337e-08+1.4521838593452908e-08j)
45.256750933333336;(-7.459174670043579e-08+1.4769343116997849e-08j)
45.286388622222226;(-7.557465604259646e-08+1.5004141928643865e-08j)
45.316026311111116;(-7.654605189668266e-08+1.5224836679011154e-08j)
45.345664000000006;(-7.750397121773775e-08+1.543722934797471e-08j)
45.3753016888889;(-7.843040541299341e-08+1.5643047250490742e-08j)
45.40493937777779;(-7.932189039385556e-08+1.5825214825170947e-08j)
45.43457706666667;(-8.023244340124773e-08+1.5947508023883196e-08j)
45.46421475555556;(-8.115533820697641e-08+1.6043414571870363e-08j)
45.49385244444445;(-8.205220419496136e-08+1.6119918415690126e-08j)
45.52349013333334;(-8.295899977178916e-08+1.6224639656488937e-08j)
45.55312782222223;(-8.384846477134492e-08+1.6388940334365117e-08j)
45.58276551111112;(-8.468801225426023e-08+1.6581366340624554e-08j)
45.6124032;(-8.549814839661175e-08+1.6772771423468915e-08j)
45.64204088888889;(-8.625417541370402e-08+1.6952534588996784e-08j)
45.67167857777778;(-8.695239864622342e-08+1.7108996660868708e-08j)
45.70131626666667;(-8.763548393442678e-08+1.7256642258748685e-08j)
45.73095395555556;(-8.828604591439267e-08+1.7386811775351657e-08j)
45.76059164444445;(-8.888161143420713e-08+1.749857279349773e-08j)
45.79022933333334;(-8.945135266491295e-08+1.75915299525791e-08j)
45.819867022222226;(-8.997625409408913e-08+1.769558748874409e-08j)
45.849504711111116;(-9.042796823717429e-08+1.7805286882816613e-08j)
45.879142400000006;(-9.08196043969566e-08+1.7898670788131164e-08j)
45.908780088888896;(-9.117754989978123e-08+1.7955718799474418e-08j)
45.93841777777779;(-9.148040085469762e-08+1.7970826586565277e-08j)
45.96805546666668;(-9.173833167071058e-08+1.796322979114249e-08j)
45.99769315555556;(-9.194333379264672e-08+1.795948710138065e-08j)
46.02733084444445;(-9.207926598031794e-08+1.7968295959291293e-08j)
46.05696853333334;(-9.21572345685489e-08+1.7992815994476272e-08j)
46.08660622222223;(-9.218657134521991e-08+1.8034708863900548e-08j)
46.11624391111112;(-9.215302219996651e-08+1.8079098026812915e-08j)
46.14588160000001;(-9.20768142777575e-08+1.8119874526125743e-08j)
46.17551928888889;(-9.196969427844731e-08+1.8133230307416144e-08j)
46.20515697777778;(-9.182676254353572e-08+1.8133043529164112e-08j)
46.23479466666667;(-9.161531783101474e-08+1.8121995113409404e-08j)
46.26443235555556;(-9.134786470224879e-08+1.809084147140682e-08j)
46.29407004444445;(-9.10321722357902e-08+1.8030398837501416e-08j)
46.32370773333334;(-9.065801553538547e-08+1.7973451984915508e-08j)
46.353345422222226;(-9.023725105844791e-08+1.7903926559852484e-08j)
46.382983111111116;(-8.978673497408819e-08+1.778711902796098e-08j)
46.412620800000006;(-8.928557735400389e-08+1.763100932268948e-08j)
46.442258488888896;(-8.873867552273484e-08+1.7443543350800644e-08j)
46.471896177777786;(-8.814732998758405e-08+1.726963449499674e-08j)
46.501533866666676;(-8.74864288701451e-08+1.7105944761965332e-08j)
46.53117155555556;(-8.677411355324901e-08+1.6957314846996556e-08j)
46.56080924444445;(-8.602210358910565e-08+1.6819683413313925e-08j)
46.59044693333334;(-8.521338618757744e-08+1.6686894333261717e-08j)
46.62008462222223;(-8.437534546036051e-08+1.6539022279802905e-08j)
46.64972231111112;(-8.353847011642345e-08+1.6391173013168004e-08j)
46.67936000000001;(-8.268307792913089e-08+1.622978972437213e-08j)
46.70899768888889;(-8.184221267988959e-08+1.6060034703880575e-08j)
46.73863537777778;(-8.100831430244305e-08+1.5902098183235792e-08j)
46.76827306666667;(-8.01268508561795e-08+1.5746400729074993e-08j)
46.79791075555556;(-7.923431362769689e-08+1.5553723085032403e-08j)
46.82754844444445;(-7.834777123792234e-08+1.532723194401108e-08j)
46.85718613333334;(-7.743277866932883e-08+1.5084706433619996e-08j)
46.886823822222226;(-7.648536775929584e-08+1.4850891447702699e-08j)
46.916461511111116;(-7.549516823040498e-08+1.464571059353591e-08j)
46.946099200000006;(-7.445231418636429e-08+1.4451753140733844e-08j)
46.975736888888896;(-7.340372517168011e-08+1.4253038339595931e-08j)
47.005374577777786;(-7.240235899351425e-08+1.407651833488424e-08j)
47.035012266666676;(-7.141229765964709e-08+1.3909120000196835e-08j)
47.06464995555556;(-7.041222596962322e-08+1.3760841039168243e-08j)
47.09428764444445;(-6.940505553904198e-08+1.3620260462259859e-08j)
47.12392533333334;(-6.836412418701102e-08+1.347097249329823e-08j)
47.15356302222223;(-6.73195373616332e-08+1.3302725886845355e-08j)
47.18320071111112;(-6.63142360648125e-08+1.3136366471636118e-08j)
47.21283840000001;(-6.530244703369921e-08+1.2944603248710342e-08j)
47.24247608888889;(-6.425649692976758e-08+1.2723561168183488e-08j)
47.27211377777779;(-6.322295802878437e-08+1.2469495636273392e-08j)
47.30175146666667;(-6.217898423653166e-08+1.2216836192664427e-08j)
47.33138915555556;(-6.112795697026935e-08+1.19708589391014e-08j)
47.36102684444445;(-6.012037465709747e-08+1.1758205050833052e-08j)
47.39066453333334;(-5.9118960079963314e-08+1.1570693198196349e-08j)
47.420302222222226;(-5.8119708715600135e-08+1.1382643981887493e-08j)
47.44993991111112;(-5.715028106575146e-08+1.1197117223991219e-08j)
47.479577600000006;(-5.619612212342124e-08+1.102759934616033e-08j)
47.509215288888896;(-5.5257171328479094e-08+1.085550330196731e-08j)
47.538852977777786;(-5.432745466360053e-08+1.0657614599971067e-08j)
47.568490666666676;(-5.337673008257927e-08+1.0429306716458188e-08j)
47.59812835555556;(-5.2417638069263086e-08+1.0192923207120408e-08j)
47.627766044444456;(-5.146686484359349e-08+9.970955588454835e-09j)
47.65740373333334;(-5.0509455308625827e-08+9.773842989711685e-09j)
47.68704142222223;(-4.9566037681997654e-08+9.606466581968042e-09j)
47.71667911111112;(-4.8639072142230873e-08+9.44391612871201e-09j)
47.74631680000001;(-4.768221225493747e-08+9.274072540565266e-09j)
47.77595448888889;(-4.671046538549107e-08+9.10771085281564e-09j)
47.80559217777779;(-4.575398488960273e-08+8.94421582121762e-09j)
47.83522986666667;(-4.478981632815595e-08+8.77431167294049e-09j)
47.86486755555556;(-4.3865777943251154e-08+8.590464690912282e-09j)
47.89450524444445;(-4.296820249272453e-08+8.405676815742718e-09j)
47.92414293333334;(-4.203815471256918e-08+8.224919505924364e-09j)
47.953780622222226;(-4.107173136111572e-08+8.055411332455141e-09j)
47.98341831111112;(-4.009091527433403e-08+7.902074433559155e-09j)
48.013056000000006;(-3.906677719732298e-08+7.726143999528569e-09j)
48.042693688888896;(-3.802621436535523e-08+7.536122279581447e-09j)
48.072331377777786;(-3.700037292719206e-08+7.3327312045215915e-09j)
48.101969066666676;(-3.5990335349099134e-08+7.121762435662226e-09j)
48.13160675555556;(-3.500147612767811e-08+6.928125411055107e-09j)
48.161244444444456;(-3.3988670349710464e-08+6.763523775127315e-09j)
48.19088213333334;(-3.292669515083067e-08+6.603529561289656e-09j)
48.22051982222223;(-3.1857290403216765e-08+6.430880491321796e-09j)
48.25015751111112;(-3.0807272451987534e-08+6.244285270922288e-09j)
48.27979520000001;(-2.97933530063889e-08+6.0292254994213504e-09j)
48.30943288888889;(-2.8818800532281364e-08+5.794060747352578e-09j)
48.33907057777779;(-2.791099465770031e-08+5.559990008511419e-09j)
48.36870826666667;(-2.702402005531164e-08+5.310652097652069e-09j)
48.39834595555556;(-2.6127636828609475e-08+5.0665980274588536e-09j)
48.42798364444445;(-2.5227859716385283e-08+4.827778784763366e-09j)
48.45762133333334;(-2.43057870789176e-08+4.59850310614452e-09j)
48.487259022222226;(-2.3381727504109173e-08+4.384989644828761e-09j)
48.51689671111112;(-2.2468928428351825e-08+4.194149994601369e-09j)
48.546534400000006;(-2.156265965095437e-08+4.036133750782916e-09j)
48.576172088888896;(-2.0683208815595965e-08+3.893751602125578e-09j)
48.605809777777786;(-1.9835732255000877e-08+3.766997038108239e-09j)
48.635447466666676;(-1.8998069015168694e-08+3.6534162678900936e-09j)
48.66508515555556;(-1.8204655453404953e-08+3.523028280309653e-09j)
48.694722844444456;(-1.7454932831873848e-08+3.380231976521291e-09j)
48.72436053333334;(-1.6726386478734288e-08+3.2152553100091824e-09j)
48.75399822222223;(-1.6027341385053946e-08+3.0608777718747363e-09j)
48.78363591111112;(-1.5339756589718948e-08+2.92465494471367e-09j)
48.81327360000001;(-1.464360401001465e-08+2.790599752564334e-09j)
48.84291128888889;(-1.3962951936948558e-08+2.672486124148843e-09j)
48.87254897777779;(-1.3328882642471018e-08+2.5740628298100774e-09j)
48.90218666666667;(-1.2696966487882724e-08+2.469689779050979e-09j)
48.93182435555556;(-1.2071107758993228e-08+2.3571212106064186e-09j)
48.96146204444445;(-1.1471606506323818e-08+2.2496626641981837e-09j)
48.99109973333334;(-1.0910637281522323e-08+2.147931840872205e-09j)
49.020737422222226;(-1.0394665646257537e-08+2.065738722896778e-09j)
49.05037511111112;(-9.940952711769593e-09+2.004964605194529e-09j)
49.080012800000006;(-9.499200955812891e-09+1.9468095595814287e-09j)
49.109650488888896;(-9.082195629199993e-09+1.865459492670578e-09j)
49.139288177777786;(-8.699038808971827e-09+1.7659209337805546e-09j)
49.168925866666676;(-8.333627703866903e-09+1.667993913126896e-09j)
49.19856355555556;(-8.025931877099664e-09+1.6104865415248665e-09j)
49.228201244444456;(-7.786345437052608e-09+1.589218081697505e-09j)
49.25783893333334;(-7.590745306068835e-09+1.5669398154769698e-09j)
49.28747662222223;(-7.432672924360753e-09+1.5313863510198503e-09j)
49.31711431111112;(-7.304190738287141e-09+1.500112939996724e-09j)
49.34675200000001;(-7.192839760131388e-09+1.4887759730325297e-09j)
49.37638968888889;(-7.099659462151752e-09+1.4741564750254092e-09j)
49.40602737777779;(-7.052146231823633e-09+1.471980056952172e-09j)
49.43566506666667;(-7.0511307747894905e-09+1.4840043752542412e-09j)
49.46530275555556;(-7.095568889450253e-09+1.4974830579857216e-09j)
49.49494044444445;(-7.171432491080221e-09+1.5100088706737928e-09j)
49.52457813333334;(-7.294644103209974e-09+1.5279597900522243e-09j)
49.554215822222226;(-7.454331892615084e-09+1.5577086335738999e-09j)
49.58385351111112;(-7.640871159384996e-09+1.5892689374662261e-09j)
49.613491200000006;(-7.865744251648835e-09+1.6165615947666867e-09j)
49.643128888888896;(-8.140798598078337e-09+1.656360287511827e-09j)
49.672766577777786;(-8.482648987142797e-09+1.7176979338107163e-09j)
49.702404266666676;(-8.890328053676322e-09+1.8057242330264846e-09j)
49.73204195555556;(-9.329403371254036e-09+1.9087920471417463e-09j)
49.761679644444456;(-9.785330619961717e-09+2.0080746074278684e-09j)
49.79131733333334;(-1.026348177818061e-08+2.1194925333951033e-09j)
49.82095502222223;(-1.0774699381790119e-08+2.2442059876224093e-09j)
49.85059271111112;(-1.1311626541928601e-08+2.371119936567082e-09j)
49.88023040000001;(-1.1877341076743877e-08+2.5013095989335117e-09j)
49.90986808888889;(-1.2437754143349993e-08+2.629380270936552e-09j)
49.93950577777779;(-1.3008776779735561e-08+2.7759763850965503e-09j)
49.96914346666667;(-1.3610133653763197e-08+2.9210476246550446e-09j)
49.99878115555556;(-1.4225733214033331e-08+3.073816818393674e-09j)
50.02841884444445;(-1.4834581793845732e-08+3.24899590143541e-09j)
50.05805653333334;(-1.5444338775613913e-08+3.4455624148649098e-09j)
50.087694222222225;(-1.606770747585639e-08+3.6497391746995035e-09j)
50.11733191111112;(-1.669111437934542e-08+3.826708159688192e-09j)
50.146969600000006;(-1.7324478387842007e-08+3.97534040861737e-09j)
50.176607288888896;(-1.7967087397744036e-08+4.099472768125024e-09j)
50.206244977777786;(-1.8622939298957107e-08+4.2131745357639185e-09j)
50.235882666666676;(-1.929595612767382e-08+4.32530419681321e-09j)
50.26552035555556;(-1.995649062906992e-08+4.470474998208779e-09j)
50.295158044444456;(-2.0590943737193282e-08+4.632011775610974e-09j)
50.32479573333334;(-2.1236981457763304e-08+4.771640588036139e-09j)
50.35443342222223;(-2.1872405063473098e-08+4.8949618348846925e-09j)
50.38407111111112;(-2.2481320345416933e-08+5.0205047663542475e-09j)
50.41370880000001;(-2.3064328605497938e-08+5.14297086239615e-09j)
50.44334648888889;(-2.3580807447209705e-08+5.24996439790464e-09j)
50.47298417777779;(-2.4026605860560375e-08+5.339114007693047e-09j)
50.50262186666667;(-2.4423282822027132e-08+5.427382056070273e-09j)
50.53225955555556;(-2.478464855955831e-08+5.532061224161868e-09j)
50.56189724444445;(-2.511602560842668e-08+5.638216069426529e-09j)
50.59153493333334;(-2.542269363273766e-08+5.742747153872729e-09j)
50.621172622222225;(-2.569392544339163e-08+5.838095578224181e-09j)
50.65081031111112;(-2.593364633184174e-08+5.9076750528964735e-09j)
50.680448000000005;(-2.6142136066235972e-08+5.955575290710961e-09j)
50.710085688888896;(-2.633258545371644e-08+5.985831094999576e-09j)
50.739723377777786;(-2.6503614386646456e-08+5.987852059026154e-09j)
50.769361066666676;(-2.664574256356024e-08+5.990326732670539e-09j)
50.79899875555556;(-2.6749635309836973e-08+5.986694783187691e-09j)
50.828636444444456;(-2.6820359162145515e-08+5.969102679510793e-09j)
50.85827413333334;(-2.686121612167214e-08+5.9477437480079166e-09j)
50.88791182222223;(-2.68294376539024e-08+5.915202075187294e-09j)
50.91754951111112;(-2.670925417113195e-08+5.88908665522872e-09j)
50.94718720000001;(-2.654418439188387e-08+5.8513372411350125e-09j)
50.97682488888889;(-2.6340717463111005e-08+5.796195399818653e-09j)
51.00646257777779;(-2.6100955607513873e-08+5.735518325733046e-09j)
51.03610026666667;(-2.580602034071496e-08+5.662461741424457e-09j)
51.06573795555556;(-2.5492195103996578e-08+5.579952617494838e-09j)
51.09537564444445;(-2.517910586326441e-08+5.508882909106982e-09j)
51.12501333333334;(-2.4836326312280606e-08+5.4484529891437606e-09j)
51.154651022222225;(-2.449075780145852e-08+5.362257866122024e-09j)
51.18428871111112;(-2.4144306685085074e-08+5.2714319199861395e-09j)
51.213926400000005;(-2.3748720235905333e-08+5.198707925034587e-09j)
51.243564088888895;(-2.3282221743504773e-08+5.118861481401595e-09j)
51.273201777777786;(-2.276818852377241e-08+5.010304990885072e-09j)
51.302839466666676;(-2.2204012498800976e-08+4.872429965440667e-09j)
51.33247715555556;(-2.1593140068221504e-08+4.729738198510232e-09j)
51.362114844444456;(-2.095372704856756e-08+4.609967703890602e-09j)
51.39175253333334;(-2.0282424513764835e-08+4.508220849941874e-09j)
51.42139022222223;(-1.9599106812241608e-08+4.4007674013945135e-09j)
51.45102791111112;(-1.8921984977120923e-08+4.27567633694245e-09j)
51.48066560000001;(-1.8219972375631678e-08+4.143705985630647e-09j)
51.51030328888889;(-1.7502907940681173e-08+4.032176152404221e-09j)
51.53994097777779;(-1.6798597493757866e-08+3.913929303985883e-09j)
51.56957866666667;(-1.609153358776237e-08+3.7659963218766244e-09j)
51.59921635555556;(-1.53592435621408e-08+3.5958604973197646e-09j)
51.62885404444445;(-1.4603455468889514e-08+3.40535005834883e-09j)
51.65849173333334;(-1.3799256921796243e-08+3.1864037514213838e-09j)
51.688129422222225;(-1.2975448685100075e-08+2.9607798609487886e-09j)
51.71776711111112;(-1.2157436347697854e-08+2.7480654125500535e-09j)
51.747404800000005;(-1.1306302225475526e-08+2.538687667643535e-09j)
51.777042488888895;(-1.045454604138652e-08+2.354828708713274e-09j)
51.806680177777785;(-9.60983454824562e-09+2.187172839921705e-09j)
51.836317866666676;(-8.730980715389595e-09+2.0076172740294393e-09j)
51.86595555555556;(-7.821086069090334e-09+1.8297196799015016e-09j)
51.895593244444456;(-6.914809921291613e-09+1.6312532612861837e-09j)
51.92523093333334;(-6.003393041451302e-09+1.4268886790593806e-09j)
51.95486862222223;(-5.0936934036854816e-09+1.2368639495317414e-09j)
51.98450631111112;(-4.246323161128628e-09+1.0518034309354222e-09j)
52.01414400000001;(-3.4319887767971457e-09+8.672282532623353e-10j)
52.04378168888889;(-2.6127487148043807e-09+6.774103249101605e-10j)
52.07341937777779;(-1.7904123472406253e-09+4.917353605284693e-10j)
52.10305706666667;(-9.470829885967492e-10+3.3665800279400966e-10j)
52.13269475555556;(-1.001294193913514e-10+2.0159275857145879e-10j)
52.16233244444445;(7.366515219895265e-10+9.347849213077342e-11j)
52.19197013333334;(1.5861448700504748e-09-8.877648322441854e-13j)
52.221607822222225;(2.4199500733410385e-09-1.2236536722462902e-10j)
52.25124551111112;(3.223609905521926e-09-2.7101849895738805e-10j)
52.280883200000005;(4.058584054452954e-09-4.3336387079825086e-10j)
52.310520888888895;(4.8936884138063126e-09-6.105736222282294e-10j)
52.340158577777785;(5.722908121950502e-09-7.977168319617124e-10j)
52.369796266666675;(6.587583575315054e-09-9.908678400254821e-10j)
52.39943395555556;(7.485702715774916e-09-1.1906690383097034e-09j)
52.429071644444456;(8.379379653972978e-09-1.405881438536816e-09j)
52.45870933333334;(9.244700693068241e-09-1.610452821939084e-09j)
52.48834702222223;(1.0066215567991118e-08-1.8087855291914711e-09j)
52.51798471111112;(1.0844849632620296e-08-2.022437615471003e-09j)
52.54762240000001;(1.1603024568900907e-08-2.2185278781388302e-09j)
52.57726008888889;(1.2315833395581612e-08-2.3874380663855037e-09j)
52.60689777777779;(1.2979828607471192e-08-2.5328727281463223e-09j)
52.63653546666667;(1.3624618641947249e-08-2.6736759525928884e-09j)
52.66617315555556;(1.4262677473208961e-08-2.796000966870597e-09j)
52.69581084444445;(1.4870020218623123e-08-2.8982184823600396e-09j)
52.72544853333334;(1.5465735910363343e-08-2.9836680892939268e-09j)
52.755086222222225;(1.6057949126002918e-08-3.0596360435217907e-09j)
52.78472391111112;(1.6618179099557633e-08-3.1365256664277126e-09j)
52.814361600000005;(1.7170905451845542e-08-3.2315990519719973e-09j)
52.843999288888895;(1.7698268595043878e-08-3.3569007870601884e-09j)
52.873636977777785;(1.8198716261226435e-08-3.481737941188708e-09j)
52.903274666666675;(1.868680179904899e-08-3.588063964022724e-09j)
52.93291235555556;(1.9146571913555687e-08-3.677476697136254e-09j)
52.962550044444455;(1.958282811406995e-08-3.759770113988882e-09j)
52.99218773333334;(2.0014065562683537e-08-3.8412020537737735e-09j)
53.02182542222223;(2.0414928420708137e-08-3.916772374853446e-09j)
53.05146311111112;(2.0770739946686814e-08-3.982491847543782e-09j)
53.08110080000001;(2.1094727185567896e-08-4.027359840858264e-09j)
53.11073848888889;(2.1371956475990383e-08-4.049925859828147e-09j)
53.14037617777779;(2.1585946433747856e-08-4.060412773846564e-09j)
53.17001386666667;(2.175785502406873e-08-4.0803680738487295e-09j)
53.19965155555556;(2.1907842137010255e-08-4.1077005927360266e-09j)
53.22928924444445;(2.2046711675265213e-08-4.140961739560032e-09j)
53.25892693333334;(2.2182869212955083e-08-4.170603036643265e-09j)
53.288564622222225;(2.230611049094992e-08-4.188477856628646e-09j)
53.31820231111112;(2.239537335923775e-08-4.182269829064021e-09j)
53.347840000000005;(2.2397650690388293e-08-4.15671701640193e-09j)
53.377477688888895;(2.2305599169362235e-08-4.118630836390471e-09j)
53.407115377777785;(2.2163149765793365e-08-4.082930578108177e-09j)
53.436753066666675;(2.199154317766428e-08-4.052730543189126e-09j)
53.46639075555556;(2.1813625130672834e-08-4.033944434507467e-09j)
53.496028444444455;(2.1650930708912113e-08-4.016702793410671e-09j)
53.52566613333334;(2.145351573945711e-08-3.996921619138366e-09j)
53.55530382222223;(2.1216942687966826e-08-3.951399441291696e-09j)
53.58494151111112;(2.0940177118623862e-08-3.883000459221847e-09j)
53.61457920000001;(2.060907781104312e-08-3.809172562420985e-09j)
53.64421688888889;(2.02173564002862e-08-3.725143477490706e-09j)
53.67385457777779;(1.9755721267159666e-08-3.6072306310896465e-09j)
53.70349226666667;(1.9232706169346986e-08-3.466708894551353e-09j)
53.73312995555556;(1.867329185353215e-08-3.3250784654029287e-09j)
53.76276764444445;(1.810851704487803e-08-3.173408874112872e-09j)
53.79240533333334;(1.7500142566126934e-08-2.9959109399934726e-09j)
53.822043022222225;(1.686634106289532e-08-2.7864796982577798e-09j)
53.85168071111112;(1.6204174508979335e-08-2.592828117108166e-09j)
53.881318400000005;(1.5458300465308224e-08-2.4394886385717382e-09j)
53.910956088888895;(1.466913348307274e-08-2.3107210337091795e-09j)
53.940593777777785;(1.3826014856485003e-08-2.1976776885831985e-09j)
53.970231466666675;(1.2892994777759922e-08-2.074415773464819e-09j)
53.99986915555556;(1.1875619473848636e-08-1.937492881023697e-09j)
54.029506844444455;(1.082889498642421e-08-1.7826433301083045e-09j)
54.05914453333334;(9.713867086466322e-09-1.600013324168798e-09j)
54.08878222222223;(8.581752692358248e-09-1.390315519587392e-09j)
54.11841991111112;(7.453201150221171e-09-1.1581913037200456e-09j)
54.14805760000001;(6.306247681568319e-09-8.932296162613498e-10j)
54.17769528888889;(5.1203549703777155e-09-5.940297124510884e-10j)
54.20733297777779;(3.882685804507887e-09-2.612236656176567e-10j)
